"[0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5]","[0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5]"
"[197.91, 192.00999999999999, 195.56, 199.25, 198.50999999999999, 196.34999999999999, 197.09, 196.03999999999999, 194.93000000000001, 194.15000000000001]","[195.08000000000001, 195.65000000000001, 194.88999999999999, 199.41999999999999, 197.93000000000001, 196.09, 195.94999999999999, 197.94, 194.03999999999999, 197.97]"
"[20.318019096358778, 19.324334399921774, 20.502351084692702, 19.139683905435845, 19.348640779134847, 19.587432195160243, 21.498881366247875, 19.813086584376499, 19.410437913658722, 20.898504731200269]","[17.497817006701151, 21.985165453095867, 19.371574535901825, 18.734556306462132, 21.687902157654623, 19.378387445811892, 20.226406007988668, 17.827966793776568, 19.184848188088434, 22.224515742755791]"
