"[0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5]","[0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5]"
"[14.12341853860057, 20.377636096125549, 20.187561697926952, 16.734693877551017, 16.364710515951163, 22.886597938144323, 18.270079435127979, 18.421052631578949, 17.344709187389448, 19.519309298798269]","[15.79952267303103, 19.405756731662024, 17.709777161744313, 15.72098363792939, 13.524057217165149, 19.047073645630512, 16.558538776324983, 20.947915346597394, 12.114928909952601, 15.481093223511792]"
