Does this restaurant have a parking lot?
Does this restaurant have a drive-through?
Does this restaurant have drinks for those under 21?
Does this restaurant have more than 20 items on its menu?
Does this restaurant serve Chinese food?
Is this restaurant open until midnight?
Would a typical meal at this restaurant cost more than $30?
Does this restaurant serve breakfast?
Does this restaurant have its own website?
Does this restaurant have a romantic atmosphere?
