305,1
10,1
154,1
7,1
39,1
2,1
47,1
69,1
43,1
6,1
320,1
67,1
13,1
17,1
11,1
18,1
244,1
168,1
132,1
273,-1
26,1
18,1
12,1
28,1
142,1
14,1
319,-1
5,1
44,-1
12,1
4,1
65,-1
6,1
38,1
253,1
27,1
12,1
220,-1
45,1
75,-1
132,1
108,1
81,-1
22,-1
146,1
5,1
38,-1
112,-1
83,1
98,-1
5,1
16,1
90,1
4,1
5,1
172,1
21,1
33,1
9,1
147,1
49,1
9,1
40,1
214,1
48,1
295,1
361,1
21,1
73,1
18,1
13,1
159,1
3,1
311,1
5,1
62,1
3,1
35,-1
35,1
30,1
248,1
10,1
401,1
3,1
56,1
31,1
26,1
61,1
16,1
23,1
28,1
93,1
30,1
5,1
49,1
30,1
33,1
26,1
38,1
340,1
207,1
56,1
9,1
94,1
96,1
8,1
45,1
16,1
9,1
169,1
68,1
24,1
7,1
5,1
175,1
52,1
35,1
88,1
29,1
4,1
6,1
8,1
36,1
37,1
131,1
148,1
101,1
28,1
4,1
3,1
77,-1
91,1
38,-1
558,1
79,-1
6,1
5,1
8,-1
5,1
349,1
10,-1
23,1
33,-1
184,1
4,1
177,1
108,1
153,1
4,1
25,-1
58,1
23,1
16,1
53,1
5,1
175,1
236,-1
50,1
9,1
317,1
123,1
4,1
8,1
83,1
10,1
25,1
283,1
196,1
371,1
83,-1
12,1
5,1
6,1
20,1
27,-1
260,-1
18,1
3,1
101,1
224,1
19,1
45,1
530,1
571,1
21,1
3,-1
49,1
135,1
6,1
74,1
300,1
20,1
26,-1
32,1
236,1
208,1
491,1
34,1
66,1
27,1
98,1
13,1
43,1
192,1
6,1
40,1
27,1
154,1
4,1
3,1
205,1
190,1
14,1
15,1
6,1
391,1
10,-1
22,1
226,1
5,1
127,1
9,1
26,1
32,1
52,1
227,1
7,1
7,1
30,1
32,1
40,1
6,1
121,1
28,1
122,1
13,1
220,1
5,1
6,1
48,1
9,1
3,-1
5,1
153,1
40,1
12,1
13,1
27,1
19,1
21,1
390,1
20,1
340,1
49,1
234,1
3,1
61,1
13,1
21,1
63,1
17,1
328,1
44,1
20,1
53,1
2,1
10,1
4,1
5,1
282,1
54,1
326,1
7,1
99,1
225,1
5,1
47,1
5,1
71,1
225,1
2,1
516,1
85,1
5,1
40,1
131,1
17,-1
15,1
36,1
22,1
15,1
28,1
13,1
87,1
85,1
28,1
30,1
51,1
23,1
67,1
34,1
8,1
28,1
127,1
560,1
7,1
34,1
67,1
558,1
13,1
16,1
123,1
9,1
42,1
5,1
3,1
32,1
135,1
11,1
13,1
49,1
353,1
303,1
265,1
3,-1
113,1
233,1
22,1
13,1
167,1
442,1
96,1
17,1
50,-1
11,1
5,1
66,1
72,1
573,1
3,1
27,1
6,1
237,1
3,1
16,1
121,-1
23,1
16,1
208,1
25,1
19,1
469,1
126,1
5,1
17,1
66,1
23,1
26,1
419,1
5,1
31,1
43,1
4,1
14,1
15,1
241,1
77,1
7,1
25,1
13,1
31,1
9,1
3,-1
26,1
111,1
448,1
12,1
64,1
21,1
15,1
5,1
9,1
3,1
17,1
267,1
27,1
216,1
24,1
4,1
10,1
16,1
101,1
64,1
104,1
22,1
45,1
285,1
217,1
268,1
5,1
316,1
72,1
15,1
214,1
525,1
21,1
9,1
9,1
29,1
306,1
6,1
8,1
18,1
53,1
28,1
20,1
15,1
494,1
26,1
92,1
31,1
44,1
76,1
464,1
71,1
21,1
111,-1
48,1
3,1
151,1
67,1
46,1
12,1
136,1
42,1
10,-1
103,1
127,1
203,1
146,1
7,1
3,1
31,1
89,1
31,1
47,1
43,-1
9,1
14,1
6,1
5,1
30,1
149,1
129,1
560,1
98,1
296,1
9,1
77,1
12,1
310,1
64,1
18,1
295,1
34,1
4,1
18,1
42,1
16,1
122,1
97,1
11,1
84,1
161,1
258,1
24,1
11,1
87,1
65,1
21,1
235,1
127,1
12,1
63,1
235,1
34,1
177,1
5,1
24,1
29,1
10,1
84,1
492,1
46,1
10,1
53,-1
93,1
5,1
34,1
247,1
11,1
347,1
37,1
243,1
67,1
186,1
57,1
18,1
79,1
43,1
163,1
4,1
154,1
80,1
16,1
39,1
36,1
9,1
3,1
31,1
4,1
16,1
55,1
32,1
37,1
19,1
5,-1
41,1
19,1
28,1
263,1
6,1
104,1
35,1
66,1
9,1
217,1
411,1
27,1
123,1
7,1
463,1
62,1
84,1
18,1
19,1
14,1
6,1
4,1
159,1
63,1
39,1
37,1
219,1
279,1
351,1
15,1
96,1
6,1
16,1
20,1
127,1
4,1
98,1
27,1
6,1
29,1
4,1
33,1
29,1
23,1
30,1
4,1
155,1
13,1
173,1
4,1
28,1
267,1
36,1
26,-1
23,1
62,1
6,1
16,1
9,1
48,1
3,1
130,1
4,1
38,-1
39,1
28,1
55,1
9,1
54,1
12,1
31,1
333,1
5,1
452,1
346,1
27,1
23,1
7,1
4,1
10,1
388,1
43,1
16,1
9,1
16,1
42,1
12,1
41,1
15,1
135,1
4,1
29,1
22,1
10,1
206,1
43,1
186,1
27,1
6,1
175,1
52,-1
194,1
5,1
4,1
327,-1
21,1
15,1
42,1
27,1
92,-1
278,1
33,1
130,1
4,1
213,1
29,1
326,1
95,1
546,1
227,1
43,1
9,1
11,1
5,1
16,1
36,1
10,1
21,1
109,1
4,1
19,1
6,1
442,1
4,1
39,1
97,1
227,1
13,1
72,1
37,1
12,1
13,1
35,1
7,1
59,1
13,1
82,1
31,1
35,1
26,1
452,1
206,1
3,1
22,1
5,1
248,1
100,1
10,1
12,1
47,1
12,1
149,1
27,1
429,1
27,1
5,1
21,1
86,1
51,1
90,1
47,1
444,1
587,1
19,1
25,1
46,1
360,1
4,1
15,1
5,1
190,-1
60,-1
9,1
16,-1
99,1
257,1
2,1
550,1
335,1
6,1
11,1
12,1
98,-1
318,1
358,1
151,-1
50,1
36,1
16,-1
4,1
135,-1
28,1
66,1
13,1
17,1
155,1
374,1
5,1
166,1
62,1
99,1
167,-1
473,1
13,1
174,1
184,1
58,1
367,1
7,1
17,1
25,1
12,1
8,1
16,1
8,1
8,1
352,1
16,1
31,1
365,1
4,1
53,1
8,1
111,1
7,1
180,1
13,1
41,1
12,1
28,1
139,1
31,1
31,1
36,1
12,1
3,-1
147,1
15,1
19,1
69,1
26,1
55,1
125,1
49,1
400,1
236,1
18,1
135,1
4,1
6,1
20,1
29,1
19,1
2,1
55,1
274,1
23,1
19,1
37,1
10,1
200,1
34,1
44,1
40,1
12,-1
32,-1
160,-1
390,-1
84,1
284,-1
82,1
25,1
18,-1
28,-1
3,1
20,-1
7,-1
13,-1
51,-1
21,-1
57,1
41,-1
62,-1
5,-1
231,-1
16,-1
67,1
27,-1
44,1
14,1
15,1
15,1
86,1
122,1
12,1
31,1
13,1
5,1
7,1
87,1
8,1
53,1
11,1
3,1
52,1
137,1
26,1
4,1
441,1
48,1
242,1
4,1
314,1
26,1
85,1
6,1
4,1
140,1
8,1
65,-1
92,-1
16,1
136,1
35,1
3,1
84,1
12,-1
19,1
58,1
207,-1
11,1
8,1
6,1
3,-1
25,-1
305,1
52,1
413,1
52,1
167,1
199,1
224,1
119,1
3,1
163,1
13,1
5,1
23,1
47,1
39,1
26,1
18,1
189,1
236,1
5,1
14,1
35,1
45,1
61,1
20,1
69,1
580,1
49,1
26,1
391,1
94,-1
400,1
50,-1
10,1
43,-1
17,-1
515,-1
39,1
9,1
24,1
24,1
81,-1
4,1
206,1
121,1
100,1
57,-1
15,1
5,1
13,1
443,1
10,-1
86,1
21,1
93,1
308,1
49,1
249,1
87,1
26,1
22,1
88,1
83,1
21,1
16,1
220,1
104,1
34,1
42,1
51,1
5,1
153,1
99,1
214,1
51,1
4,1
5,1
5,1
37,1
19,1
41,-1
30,1
276,1
82,-1
42,1
31,1
13,1
7,-1
20,1
48,-1
52,1
6,1
16,1
7,1
323,1
29,1
168,1
114,1
11,1
94,1
46,1
27,1
37,1
147,1
27,1
30,-1
45,1
2,-1
10,-1
103,1
31,-1
7,-1
11,1
320,1
233,1
25,-1
4,1
538,-1
24,1
584,1
54,1
98,-1
4,1
17,1
23,-1
139,1
60,1
22,1
435,1
36,1
81,1
7,1
8,1
8,1
168,1
99,1
72,1
127,1
6,1
26,1
12,1
12,1
387,1
46,1
7,1
28,1
137,1
24,-1
30,1
84,1
35,1
7,1
261,1
3,1
34,1
44,1
43,1
114,1
39,1
16,1
99,1
497,1
30,-1
81,-1
17,1
12,1
46,1
21,1
46,1
108,1
317,1
8,1
60,1
37,1
8,1
15,1
27,1
66,1
5,-1
27,1
4,1
62,1
524,1
48,-1
61,1
339,1
5,1
222,1
45,1
105,1
20,-1
6,1
104,-1
16,-1
8,-1
35,1
16,-1
322,-1
3,1
36,1
116,1
20,1
114,-1
247,1
6,1
17,1
23,1
13,1
154,1
315,1
16,1
7,1
21,1
236,1
17,1
7,1
45,1
446,1
19,1
117,1
11,1
10,1
23,1
5,1
79,1
171,1
27,1
92,1
51,1
234,1
11,-1
135,-1
158,1
445,1
5,1
10,1
93,1
561,1
10,1
7,1
38,-1
5,1
15,-1
9,1
27,1
6,-1
256,-1
17,-1
104,1
2,1
40,1
29,1
248,1
60,1
36,1
30,1
461,1
36,-1
339,-1
394,1
10,1
40,1
30,-1
34,1
31,-1
62,-1
4,1
21,1
149,1
7,1
25,1
223,1
139,1
27,1
170,1
55,-1
167,1
87,1
445,1
3,1
34,-1
62,1
274,1
360,1
21,1
36,1
31,-1
8,1
29,-1
41,1
509,1
82,1
16,-1
62,-1
439,1
367,1
5,1
29,-1
42,1
149,1
33,1
6,1
79,1
