WorkTimeInSeconds,Input.Hotel,Input.Question,Answer.Q1AnswerPart1
15,Embassy Suites St. Louis - Downtown,Does this hotel have a gym?,1
217,Embassy Suites St. Louis - Downtown,Does this hotel have a gym?,1
3,Embassy Suites St. Louis - Downtown,Does this hotel have a gym?,-1
80,Embassy Suites St. Louis - Downtown,Does this hotel have a gym?,1
11,Embassy Suites St. Louis - Downtown,Does this hotel have a gym?,1
26,Embassy Suites St. Louis - Downtown,Does this hotel have a gym?,1
13,Embassy Suites St. Louis - Downtown,Does this hotel have a gym?,1
72,Embassy Suites St. Louis - Downtown,Does this hotel have a gym?,1
171,Embassy Suites St. Louis - Downtown,Does this hotel have a gym?,1
18,Embassy Suites St. Louis - Downtown,Does this hotel have a gym?,1
10,Embassy Suites St. Louis - Downtown,Does this hotel have a gym?,-1
145,Embassy Suites St. Louis - Downtown,Does this hotel have a gym?,1
18,Embassy Suites St. Louis - Downtown,Does this hotel have a gym?,1
26,Embassy Suites St. Louis - Downtown,Does this hotel have a gym?,1
28,Embassy Suites St. Louis - Downtown,Does this hotel have a gym?,1
14,Embassy Suites St. Louis - Downtown,Does this hotel have a gym?,1
4,Embassy Suites St. Louis - Downtown,Does this hotel have a gym?,1
285,Embassy Suites St. Louis - Downtown,Does this hotel have a gym?,1
29,Embassy Suites St. Louis - Downtown,Does this hotel have a gym?,1
13,Embassy Suites St. Louis - Downtown,Does this hotel have a gym?,1
22,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,1
66,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,-1
447,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,1
36,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,1
36,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,-1
26,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,1
29,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,1
37,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,1
155,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,1
113,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,1
32,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,1
109,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,1
20,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,1
25,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,1
24,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,1
28,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,1
34,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,1
26,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,1
22,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,1
5,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,1
28,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,1
79,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,1
75,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,1
35,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,1
46,Pear Tree Inn St. Louis Near Union Station,Does this hotel have a gym?,1
43,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,1
90,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,1
64,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,1
14,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,1
34,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,1
47,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,1
186,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,1
67,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,1
53,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,-1
7,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,1
33,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,1
55,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,1
304,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,1
33,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,1
18,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,1
272,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,1
9,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,1
62,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,-1
369,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,1
41,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,1
28,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,1
20,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,1
40,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,1
45,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,1
43,Hampton Inn & Suites Saint Louis at Forest Park,Does this hotel have a gym?,1
131,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,-1
4,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,1
6,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,-1
100,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,-1
19,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,-1
24,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,1
56,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,-1
36,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,-1
9,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,1
80,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,-1
37,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,-1
110,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,-1
48,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,-1
240,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,-1
101,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,-1
37,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,-1
56,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,-1
43,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,-1
12,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,-1
34,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,-1
2,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,1
79,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,1
272,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,-1
97,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,-1
33,Red Roof Inn St Louis - Forest Park Hampton Avenue,Does this hotel have a gym?,-1
369,Courtyard St Louis Downtown,Does this hotel have a gym?,1
71,Courtyard St Louis Downtown,Does this hotel have a gym?,1
45,Courtyard St Louis Downtown,Does this hotel have a gym?,1
31,Courtyard St Louis Downtown,Does this hotel have a gym?,1
35,Courtyard St Louis Downtown,Does this hotel have a gym?,1
174,Courtyard St Louis Downtown,Does this hotel have a gym?,1
10,Courtyard St Louis Downtown,Does this hotel have a gym?,1
29,Courtyard St Louis Downtown,Does this hotel have a gym?,1
34,Courtyard St Louis Downtown,Does this hotel have a gym?,1
66,Courtyard St Louis Downtown,Does this hotel have a gym?,-1
37,Courtyard St Louis Downtown,Does this hotel have a gym?,1
45,Courtyard St Louis Downtown,Does this hotel have a gym?,1
31,Courtyard St Louis Downtown,Does this hotel have a gym?,1
29,Courtyard St Louis Downtown,Does this hotel have a gym?,1
57,Courtyard St Louis Downtown,Does this hotel have a gym?,1
23,Courtyard St Louis Downtown,Does this hotel have a gym?,1
97,Courtyard St Louis Downtown,Does this hotel have a gym?,1
14,Courtyard St Louis Downtown,Does this hotel have a gym?,1
28,Courtyard St Louis Downtown,Does this hotel have a gym?,1
72,Courtyard St Louis Downtown,Does this hotel have a gym?,1
28,Courtyard St Louis Downtown,Does this hotel have a gym?,1
20,Courtyard St Louis Downtown,Does this hotel have a gym?,1
318,Courtyard St Louis Downtown,Does this hotel have a gym?,1
9,Courtyard St Louis Downtown,Does this hotel have a gym?,1
37,Courtyard St Louis Downtown,Does this hotel have a gym?,1
77,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
574,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
97,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
5,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
5,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
115,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
29,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
21,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
25,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
14,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
25,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
13,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
80,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
32,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
56,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
35,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
337,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
570,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,-1
20,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
5,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
73,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
62,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
355,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
19,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
43,Drury Inn Saint Louis Union Station,Does this hotel have a gym?,1
37,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,1
365,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,1
34,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,1
87,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,1
32,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,1
27,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,1
3,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,1
51,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,1
17,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,1
3,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,1
40,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,1
8,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,-1
120,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,1
64,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,1
298,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,1
17,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,1
88,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,-1
75,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,1
26,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,1
242,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,1
19,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,1
222,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,1
23,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,1
303,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,1
13,Hampton Inn & Suites St Louis - South I-55,Does this hotel have a gym?,1
6,Magnolia St. Louis,Does this hotel have a gym?,1
76,Magnolia St. Louis,Does this hotel have a gym?,-1
175,Magnolia St. Louis,Does this hotel have a gym?,1
45,Magnolia St. Louis,Does this hotel have a gym?,1
62,Magnolia St. Louis,Does this hotel have a gym?,1
52,Magnolia St. Louis,Does this hotel have a gym?,1
120,Magnolia St. Louis,Does this hotel have a gym?,-1
199,Magnolia St. Louis,Does this hotel have a gym?,1
99,Magnolia St. Louis,Does this hotel have a gym?,1
62,Magnolia St. Louis,Does this hotel have a gym?,1
12,Magnolia St. Louis,Does this hotel have a gym?,1
12,Magnolia St. Louis,Does this hotel have a gym?,1
53,Magnolia St. Louis,Does this hotel have a gym?,1
149,Magnolia St. Louis,Does this hotel have a gym?,-1
19,Magnolia St. Louis,Does this hotel have a gym?,1
172,Magnolia St. Louis,Does this hotel have a gym?,1
83,Magnolia St. Louis,Does this hotel have a gym?,-1
13,Magnolia St. Louis,Does this hotel have a gym?,1
8,Magnolia St. Louis,Does this hotel have a gym?,1
47,Magnolia St. Louis,Does this hotel have a gym?,1
145,Magnolia St. Louis,Does this hotel have a gym?,1
37,Magnolia St. Louis,Does this hotel have a gym?,1
77,Magnolia St. Louis,Does this hotel have a gym?,-1
55,Magnolia St. Louis,Does this hotel have a gym?,1
27,Magnolia St. Louis,Does this hotel have a gym?,1
178,Moonrise,Does this hotel have a gym?,1
14,Moonrise,Does this hotel have a gym?,1
14,Moonrise,Does this hotel have a gym?,1
494,Moonrise,Does this hotel have a gym?,1
72,Moonrise,Does this hotel have a gym?,1
54,Moonrise,Does this hotel have a gym?,1
22,Moonrise,Does this hotel have a gym?,1
32,Moonrise,Does this hotel have a gym?,1
173,Moonrise,Does this hotel have a gym?,1
50,Moonrise,Does this hotel have a gym?,1
409,Moonrise,Does this hotel have a gym?,1
44,Moonrise,Does this hotel have a gym?,1
70,Moonrise,Does this hotel have a gym?,-1
253,Moonrise,Does this hotel have a gym?,1
177,Moonrise,Does this hotel have a gym?,1
20,Moonrise,Does this hotel have a gym?,1
63,Moonrise,Does this hotel have a gym?,1
5,Moonrise,Does this hotel have a gym?,1
4,Moonrise,Does this hotel have a gym?,1
108,Moonrise,Does this hotel have a gym?,1
126,Moonrise,Does this hotel have a gym?,1
25,Moonrise,Does this hotel have a gym?,1
39,Moonrise,Does this hotel have a gym?,1
195,Moonrise,Does this hotel have a gym?,1
52,Moonrise,Does this hotel have a gym?,1
146,Holiday Inn Express St Louis,Does this hotel have a gym?,1
124,Holiday Inn Express St Louis,Does this hotel have a gym?,1
71,Holiday Inn Express St Louis,Does this hotel have a gym?,1
83,Holiday Inn Express St Louis,Does this hotel have a gym?,1
128,Holiday Inn Express St Louis,Does this hotel have a gym?,1
255,Holiday Inn Express St Louis,Does this hotel have a gym?,1
25,Holiday Inn Express St Louis,Does this hotel have a gym?,1
13,Holiday Inn Express St Louis,Does this hotel have a gym?,1
5,Holiday Inn Express St Louis,Does this hotel have a gym?,1
75,Holiday Inn Express St Louis,Does this hotel have a gym?,1
297,Holiday Inn Express St Louis,Does this hotel have a gym?,-1
27,Holiday Inn Express St Louis,Does this hotel have a gym?,1
43,Holiday Inn Express St Louis,Does this hotel have a gym?,1
24,Holiday Inn Express St Louis,Does this hotel have a gym?,1
47,Holiday Inn Express St Louis,Does this hotel have a gym?,1
53,Holiday Inn Express St Louis,Does this hotel have a gym?,1
60,Holiday Inn Express St Louis,Does this hotel have a gym?,1
255,Holiday Inn Express St Louis,Does this hotel have a gym?,1
5,Holiday Inn Express St Louis,Does this hotel have a gym?,1
20,Holiday Inn Express St Louis,Does this hotel have a gym?,1
364,Holiday Inn Express St Louis,Does this hotel have a gym?,1
403,Holiday Inn Express St Louis,Does this hotel have a gym?,1
129,Holiday Inn Express St Louis,Does this hotel have a gym?,1
365,Holiday Inn Express St Louis,Does this hotel have a gym?,1
82,Holiday Inn Express St Louis,Does this hotel have a gym?,1
33,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
435,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
6,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
42,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
20,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
60,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
54,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
259,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
4,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
20,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
48,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
17,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
15,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
401,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
145,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
15,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
17,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
48,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
47,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
27,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
2,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,-1
244,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
24,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
22,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
22,Courtyard Saint Louis Westport Plaza,Does this hotel have a gym?,1
438,Missouri Athletic Club,Does this hotel have a gym?,1
59,Missouri Athletic Club,Does this hotel have a gym?,1
30,Missouri Athletic Club,Does this hotel have a gym?,-1
24,Missouri Athletic Club,Does this hotel have a gym?,1
26,Missouri Athletic Club,Does this hotel have a gym?,1
29,Missouri Athletic Club,Does this hotel have a gym?,1
17,Missouri Athletic Club,Does this hotel have a gym?,1
90,Missouri Athletic Club,Does this hotel have a gym?,1
17,Missouri Athletic Club,Does this hotel have a gym?,1
323,Missouri Athletic Club,Does this hotel have a gym?,1
19,Missouri Athletic Club,Does this hotel have a gym?,1
3,Missouri Athletic Club,Does this hotel have a gym?,-1
4,Missouri Athletic Club,Does this hotel have a gym?,1
6,Missouri Athletic Club,Does this hotel have a gym?,1
111,Missouri Athletic Club,Does this hotel have a gym?,1
12,Missouri Athletic Club,Does this hotel have a gym?,1
8,Missouri Athletic Club,Does this hotel have a gym?,1
25,Missouri Athletic Club,Does this hotel have a gym?,1
46,Missouri Athletic Club,Does this hotel have a gym?,1
23,Missouri Athletic Club,Does this hotel have a gym?,1
55,Missouri Athletic Club,Does this hotel have a gym?,1
19,Missouri Athletic Club,Does this hotel have a gym?,1
139,Missouri Athletic Club,Does this hotel have a gym?,1
5,Missouri Athletic Club,Does this hotel have a gym?,1
26,Missouri Athletic Club,Does this hotel have a gym?,1
49,Best Western Kirkwood Inn,Does this hotel have a gym?,1
118,Best Western Kirkwood Inn,Does this hotel have a gym?,1
28,Best Western Kirkwood Inn,Does this hotel have a gym?,1
40,Best Western Kirkwood Inn,Does this hotel have a gym?,1
23,Best Western Kirkwood Inn,Does this hotel have a gym?,1
12,Best Western Kirkwood Inn,Does this hotel have a gym?,1
67,Best Western Kirkwood Inn,Does this hotel have a gym?,1
42,Best Western Kirkwood Inn,Does this hotel have a gym?,1
46,Best Western Kirkwood Inn,Does this hotel have a gym?,1
8,Best Western Kirkwood Inn,Does this hotel have a gym?,-1
13,Best Western Kirkwood Inn,Does this hotel have a gym?,1
121,Best Western Kirkwood Inn,Does this hotel have a gym?,1
148,Best Western Kirkwood Inn,Does this hotel have a gym?,1
41,Best Western Kirkwood Inn,Does this hotel have a gym?,1
13,Best Western Kirkwood Inn,Does this hotel have a gym?,1
300,Best Western Kirkwood Inn,Does this hotel have a gym?,1
67,Best Western Kirkwood Inn,Does this hotel have a gym?,1
78,Best Western Kirkwood Inn,Does this hotel have a gym?,1
178,Best Western Kirkwood Inn,Does this hotel have a gym?,1
5,Best Western Kirkwood Inn,Does this hotel have a gym?,1
36,Best Western Kirkwood Inn,Does this hotel have a gym?,1
332,Best Western Kirkwood Inn,Does this hotel have a gym?,1
300,Best Western Kirkwood Inn,Does this hotel have a gym?,1
18,Best Western Kirkwood Inn,Does this hotel have a gym?,1
14,Best Western Kirkwood Inn,Does this hotel have a gym?,1
41,Marriott St Louis Airport,Does this hotel have a gym?,1
12,Marriott St Louis Airport,Does this hotel have a gym?,1
41,Marriott St Louis Airport,Does this hotel have a gym?,1
43,Marriott St Louis Airport,Does this hotel have a gym?,1
160,Marriott St Louis Airport,Does this hotel have a gym?,-1
38,Marriott St Louis Airport,Does this hotel have a gym?,1
147,Marriott St Louis Airport,Does this hotel have a gym?,1
41,Marriott St Louis Airport,Does this hotel have a gym?,1
30,Marriott St Louis Airport,Does this hotel have a gym?,1
21,Marriott St Louis Airport,Does this hotel have a gym?,1
4,Marriott St Louis Airport,Does this hotel have a gym?,1
17,Marriott St Louis Airport,Does this hotel have a gym?,1
52,Marriott St Louis Airport,Does this hotel have a gym?,1
129,Marriott St Louis Airport,Does this hotel have a gym?,1
15,Marriott St Louis Airport,Does this hotel have a gym?,1
78,Marriott St Louis Airport,Does this hotel have a gym?,1
30,Marriott St Louis Airport,Does this hotel have a gym?,1
32,Marriott St Louis Airport,Does this hotel have a gym?,1
19,Marriott St Louis Airport,Does this hotel have a gym?,1
95,Marriott St Louis Airport,Does this hotel have a gym?,1
21,Marriott St Louis Airport,Does this hotel have a gym?,1
191,Marriott St Louis Airport,Does this hotel have a gym?,1
178,Marriott St Louis Airport,Does this hotel have a gym?,1
18,Marriott St Louis Airport,Does this hotel have a gym?,1
6,Marriott St Louis Airport,Does this hotel have a gym?,1
30,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
32,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
107,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
43,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
299,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
46,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
68,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
101,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
36,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
41,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
145,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
123,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
14,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
130,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
89,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
435,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
590,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
46,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
17,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
36,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
11,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
155,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
162,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
25,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
18,Hawthorn Suites by Wyndham St Louis Westport Plaza,Does this hotel have a gym?,1
27,Renaissance St Louis Airport,Does this hotel have a gym?,1
330,Renaissance St Louis Airport,Does this hotel have a gym?,1
22,Renaissance St Louis Airport,Does this hotel have a gym?,1
392,Renaissance St Louis Airport,Does this hotel have a gym?,1
122,Renaissance St Louis Airport,Does this hotel have a gym?,1
33,Renaissance St Louis Airport,Does this hotel have a gym?,1
122,Renaissance St Louis Airport,Does this hotel have a gym?,1
240,Renaissance St Louis Airport,Does this hotel have a gym?,1
5,Renaissance St Louis Airport,Does this hotel have a gym?,1
35,Renaissance St Louis Airport,Does this hotel have a gym?,1
37,Renaissance St Louis Airport,Does this hotel have a gym?,1
29,Renaissance St Louis Airport,Does this hotel have a gym?,1
28,Renaissance St Louis Airport,Does this hotel have a gym?,1
13,Renaissance St Louis Airport,Does this hotel have a gym?,1
190,Renaissance St Louis Airport,Does this hotel have a gym?,1
4,Renaissance St Louis Airport,Does this hotel have a gym?,1
52,Renaissance St Louis Airport,Does this hotel have a gym?,1
48,Renaissance St Louis Airport,Does this hotel have a gym?,1
61,Renaissance St Louis Airport,Does this hotel have a gym?,1
26,Renaissance St Louis Airport,Does this hotel have a gym?,1
13,Renaissance St Louis Airport,Does this hotel have a gym?,1
20,Renaissance St Louis Airport,Does this hotel have a gym?,1
20,Renaissance St Louis Airport,Does this hotel have a gym?,1
144,Renaissance St Louis Airport,Does this hotel have a gym?,1
4,Renaissance St Louis Airport,Does this hotel have a gym?,1
15,Best Western St Louis Inn,Does this hotel have a gym?,1
226,Best Western St Louis Inn,Does this hotel have a gym?,1
44,Best Western St Louis Inn,Does this hotel have a gym?,1
23,Best Western St Louis Inn,Does this hotel have a gym?,1
46,Best Western St Louis Inn,Does this hotel have a gym?,1
196,Best Western St Louis Inn,Does this hotel have a gym?,1
34,Best Western St Louis Inn,Does this hotel have a gym?,1
22,Best Western St Louis Inn,Does this hotel have a gym?,1
87,Best Western St Louis Inn,Does this hotel have a gym?,1
37,Best Western St Louis Inn,Does this hotel have a gym?,1
23,Best Western St Louis Inn,Does this hotel have a gym?,1
6,Best Western St Louis Inn,Does this hotel have a gym?,-1
405,Best Western St Louis Inn,Does this hotel have a gym?,1
40,Best Western St Louis Inn,Does this hotel have a gym?,1
37,Best Western St Louis Inn,Does this hotel have a gym?,1
75,Best Western St Louis Inn,Does this hotel have a gym?,1
52,Best Western St Louis Inn,Does this hotel have a gym?,1
74,Best Western St Louis Inn,Does this hotel have a gym?,1
23,Best Western St Louis Inn,Does this hotel have a gym?,1
43,Best Western St Louis Inn,Does this hotel have a gym?,1
236,Best Western St Louis Inn,Does this hotel have a gym?,1
14,Best Western St Louis Inn,Does this hotel have a gym?,1
23,Best Western St Louis Inn,Does this hotel have a gym?,-1
25,Best Western St Louis Inn,Does this hotel have a gym?,1
429,Best Western St Louis Inn,Does this hotel have a gym?,-1
17,Marriott St. Louis West,Does this hotel have a gym?,1
32,Marriott St. Louis West,Does this hotel have a gym?,1
20,Marriott St. Louis West,Does this hotel have a gym?,1
288,Marriott St. Louis West,Does this hotel have a gym?,1
262,Marriott St. Louis West,Does this hotel have a gym?,1
23,Marriott St. Louis West,Does this hotel have a gym?,1
24,Marriott St. Louis West,Does this hotel have a gym?,1
181,Marriott St. Louis West,Does this hotel have a gym?,1
38,Marriott St. Louis West,Does this hotel have a gym?,1
